Sale_ID,Product_Name,Category,Quantity,Unit_Price,Discount(%),Salesperson,Region,Payment_Method,Date,Total_Amount,Discount_Amount,Final_Amount
S1269,Smartwatch,Office Supplies,3,37629,26,Hannah,West,UPI,27-09-23,112887,29350.62,83536.38
S1270,Tablet,Wearables,4,40337,1,Frank,West,Cash,28-09-23,161348,1613.48,159734.52
S1271,Headphones,Wearables,3,25074,2,Eve,South,Debit Card,29-09-23,75222,1504.44,73717.56
S1272,Monitor,Wearables,1,3930,17,Hannah,West,Credit Card,30-09-23,3930,668.1,3261.9
S1273,Keyboard,Electronics,1,13176,13,Hannah,East,Debit Card,01-10-23,13176,1712.88,11463.12
S1274,Monitor,Office Supplies,5,11316,19,Hannah,North,Cash,02-10-23,56580,10750.2,45829.8
S1275,Laptop,Wearables,6,33233,17,Charlie,West,Debit Card,03-10-23,199398,33897.66,165500.34
S1276,Camera,Office Supplies,3,20644,9,Frank,North,Credit Card,04-10-23,61932,5573.88,56358.12
S1277,Smartwatch,Office Supplies,9,2550,24,Charlie,South,Debit Card,05-10-23,22950,5508,17442
S1278,Laptop,Office Supplies,5,44960,1,Charlie,North,Net Banking,06-10-23,224800,2248,222552
S1279,Mouse,Accessories,8,34433,24,Hannah,West,Cash,07-10-23,275464,66111.36,209352.64
S1280,Laptop,Wearables,1,25451,28,Charlie,South,UPI,08-10-23,25451,7126.28,18324.72
S1281,Laptop,Electronics,5,32913,21,Alice,South,Net Banking,09-10-23,164565,34558.65,130006.35
S1282,Camera,Electronics,3,35301,0,Alice,South,Net Banking,10-10-23,105903,0,105903
S1283,Tablet,Electronics,1,33413,3,Bob,South,Credit Card,11-10-23,33413,1002.39,32410.61
S1284,Smartwatch,Electronics,4,47537,13,Alice,South,Debit Card,12-10-23,190148,24719.24,165428.76
S1285,Smartwatch,Wearables,5,41100,0,Alice,North,Cash,13-10-23,205500,0,205500
S1286,Headphones,Electronics,7,25780,13,Grace,West,Credit Card,14-10-23,180460,23459.8,157000.2
S1287,Laptop,Office Supplies,1,25057,15,Charlie,North,Credit Card,15-10-23,25057,3758.55,21298.45
S1288,Smartwatch,Accessories,3,47554,21,David,West,Debit Card,16-10-23,142662,29959.02,112702.98
S1289,Smartphone,Electronics,2,35900,13,Bob,South,Cash,17-10-23,71800,9334,62466
S1290,Headphones,Office Supplies,9,4994,28,Charlie,South,Net Banking,18-10-23,44946,12584.88,32361.12
S1291,Smartphone,Electronics,6,15652,19,Alice,East,Cash,19-10-23,93912,17843.28,76068.72
S1292,Camera,Wearables,3,24395,2,David,East,Credit Card,20-10-23,73185,1463.7,71721.3
S1293,Smartphone,Office Supplies,8,9655,2,Hannah,North,Credit Card,21-10-23,77240,1544.8,75695.2
S1294,Monitor,Wearables,8,32383,8,Frank,North,UPI,22-10-23,259064,20725.12,238338.88
S1295,Printer,Electronics,2,43694,5,Alice,West,Debit Card,23-10-23,87388,4369.4,83018.6
S1296,Smartphone,Office Supplies,6,43501,24,Hannah,West,UPI,24-10-23,261006,62641.44,198364.56
S1297,Camera,Office Supplies,7,2328,12,Hannah,East,Credit Card,25-10-23,16296,1955.52,14340.48
S1298,Monitor,Office Supplies,2,45528,20,Alice,East,Net Banking,26-10-23,91056,18211.2,72844.8
S1299,Camera,Electronics,2,42398,1,Alice,West,Credit Card,27-10-23,84796,847.96,83948.04
S1300,Camera,Accessories,1,32623,7,Grace,North,Cash,28-10-23,32623,2283.61,30339.39
S1301,Laptop,Accessories,8,38073,20,Alice,West,Cash,29-10-23,304584,60916.8,243667.2
S1302,Camera,Wearables,1,1306,1,Alice,North,Net Banking,30-10-23,1306,13.06,1292.94
S1303,Smartphone,Accessories,9,41470,3,Eve,West,Net Banking,31-10-23,373230,11196.9,362033.1
S1304,Printer,Electronics,6,30257,24,Eve,South,UPI,01-11-23,181542,43570.08,137971.92
S1305,Camera,Office Supplies,7,35136,14,Alice,South,Net Banking,02-11-23,245952,34433.28,211518.72
S1306,Camera,Office Supplies,7,15061,3,Grace,North,Credit Card,03-11-23,105427,3162.81,102264.19
S1307,Smartwatch,Electronics,3,48780,12,Charlie,North,Debit Card,04-11-23,146340,17560.8,128779.2
S1308,Mouse,Office Supplies,2,24762,27,Bob,North,Cash,05-11-23,49524,13371.48,36152.52
S1309,Keyboard,Accessories,9,15399,11,Bob,East,Cash,06-11-23,138591,15245.01,123345.99
S1310,Monitor,Wearables,8,49488,27,Charlie,East,Credit Card,07-11-23,395904,106894.08,289009.92
S1311,Mouse,Electronics,7,16434,12,David,West,Debit Card,08-11-23,115038,13804.56,101233.44
S1312,Monitor,Office Supplies,9,38697,13,David,East,Net Banking,09-11-23,348273,45275.49,302997.51
S1313,Keyboard,Electronics,4,42344,19,Eve,West,UPI,10-11-23,169376,32181.44,137194.56
S1314,Printer,Accessories,4,36832,17,Frank,West,Debit Card,11-11-23,147328,25045.76,122282.24
S1315,Headphones,Office Supplies,1,34657,28,Eve,West,Credit Card,12-11-23,34657,9703.96,24953.04
S1316,Keyboard,Office Supplies,8,12093,27,Grace,North,Net Banking,13-11-23,96744,26120.88,70623.12
S1317,Tablet,Office Supplies,3,40542,5,Bob,South,Net Banking,14-11-23,121626,6081.3,115544.7
S1318,Mouse,Office Supplies,7,17820,28,Frank,East,Net Banking,15-11-23,124740,34927.2,89812.8
S1319,Smartphone,Electronics,2,27876,10,Grace,West,Debit Card,16-11-23,55752,5575.2,50176.8
S1320,Laptop,Accessories,2,44013,29,Hannah,South,Net Banking,17-11-23,88026,25527.54,62498.46
S1321,Tablet,Accessories,7,14699,1,David,West,Debit Card,18-11-23,102893,1028.93,101864.07
S1322,Camera,Wearables,6,16376,27,David,North,Credit Card,19-11-23,98256,26529.12,71726.88
S1323,Camera,Electronics,3,8745,22,Eve,West,UPI,20-11-23,26235,5771.7,20463.3
S1324,Smartphone,Accessories,9,7714,18,Bob,East,Debit Card,21-11-23,69426,12496.68,56929.32
S1325,Smartphone,Electronics,6,1226,18,Alice,South,Credit Card,22-11-23,7356,1324.08,6031.92
S1326,Smartwatch,Electronics,6,47100,4,Bob,North,Debit Card,23-11-23,282600,11304,271296
S1327,Monitor,Accessories,1,11862,18,Grace,West,Credit Card,24-11-23,11862,2135.16,9726.84
S1328,Smartwatch,Wearables,4,18797,1,Grace,East,UPI,25-11-23,75188,751.88,74436.12
S1329,Keyboard,Wearables,6,30948,9,Grace,East,Cash,26-11-23,185688,16711.92,168976.08
S1330,Headphones,Wearables,6,26672,24,Hannah,North,UPI,27-11-23,160032,38407.68,121624.32
S1331,Mouse,Office Supplies,5,43374,1,Alice,East,Cash,28-11-23,216870,2168.7,214701.3
S1332,Smartphone,Accessories,1,8157,29,Alice,East,Cash,29-11-23,8157,2365.53,5791.47
S1333,Monitor,Office Supplies,8,19350,10,Charlie,East,Net Banking,30-11-23,154800,15480,139320
S1334,Mouse,Office Supplies,5,25925,17,Bob,East,Debit Card,01-12-23,129625,22036.25,107588.75
S1335,Keyboard,Office Supplies,5,27185,28,Hannah,West,Net Banking,02-12-23,135925,38059,97866
S1336,Headphones,Electronics,7,47819,23,Grace,North,Credit Card,03-12-23,334733,76988.59,257744.41
S1337,Tablet,Electronics,4,25078,14,Frank,South,Credit Card,04-12-23,100312,14043.68,86268.32
S1338,Smartwatch,Accessories,6,29331,8,Bob,South,Credit Card,05-12-23,175986,14078.88,161907.12
S1339,Keyboard,Accessories,4,8406,22,Alice,East,Net Banking,06-12-23,33624,7397.28,26226.72
S1340,Camera,Electronics,3,7787,18,David,West,UPI,07-12-23,23361,4204.98,19156.02
S1341,Smartwatch,Electronics,7,34160,8,David,East,Net Banking,08-12-23,239120,19129.6,219990.4
S1342,Laptop,Office Supplies,8,10722,2,Hannah,East,Net Banking,09-12-23,85776,1715.52,84060.48
S1343,Smartwatch,Wearables,4,37943,20,Eve,West,UPI,10-12-23,151772,30354.4,121417.6
S1344,Keyboard,Wearables,2,35201,8,Alice,North,UPI,11-12-23,70402,5632.16,64769.84
S1345,Smartphone,Wearables,3,18264,27,Bob,South,UPI,12-12-23,54792,14793.84,39998.16
S1346,Headphones,Wearables,1,45141,29,Eve,West,Debit Card,13-12-23,45141,13090.89,32050.11
S1347,Keyboard,Wearables,8,18174,13,Alice,South,Net Banking,14-12-23,145392,18900.96,126491.04
S1348,Smartphone,Office Supplies,3,18524,18,Charlie,West,Debit Card,15-12-23,55572,10002.96,45569.04
S1349,Smartphone,Accessories,7,46507,6,Frank,West,Cash,16-12-23,325549,19532.94,306016.06
S1350,Smartwatch,Electronics,5,24374,15,Alice,East,Cash,17-12-23,121870,18280.5,103589.5
S1351,Headphones,Office Supplies,5,44142,15,David,North,Net Banking,18-12-23,220710,33106.5,187603.5
S1352,Keyboard,Wearables,7,32784,27,Charlie,South,Credit Card,19-12-23,229488,61961.76,167526.24
S1353,Keyboard,Electronics,9,18102,0,Grace,North,UPI,20-12-23,162918,0,162918
S1354,Camera,Office Supplies,5,38284,3,Bob,East,Debit Card,21-12-23,191420,5742.6,185677.4
S1355,Monitor,Wearables,1,23765,3,Eve,West,Cash,22-12-23,23765,712.95,23052.05
S1356,Mouse,Office Supplies,1,26431,6,Charlie,South,Net Banking,23-12-23,26431,1585.86,24845.14
S1357,Monitor,Electronics,2,29341,7,David,North,Credit Card,24-12-23,58682,4107.74,54574.26
S1358,Keyboard,Accessories,6,29692,16,Grace,South,Net Banking,25-12-23,178152,28504.32,149647.68
S1359,Smartwatch,Wearables,9,47042,4,Frank,South,Credit Card,26-12-23,423378,16935.12,406442.88
S1360,Tablet,Electronics,8,43020,6,Grace,South,Net Banking,27-12-23,344160,20649.6,323510.4
S1361,Keyboard,Electronics,5,16085,27,Charlie,North,UPI,28-12-23,80425,21714.75,58710.25
S1362,Laptop,Accessories,1,26059,19,Bob,South,UPI,29-12-23,26059,4951.21,21107.79
S1363,Smartphone,Office Supplies,7,40559,28,Frank,North,Credit Card,30-12-23,283913,79495.64,204417.36
S1364,Printer,Accessories,5,34242,19,Alice,West,Net Banking,31-12-23,171210,32529.9,138680.1
S1365,Keyboard,Accessories,6,4633,3,Bob,North,UPI,01-01-24,27798,833.94,26964.06
S1366,Laptop,Office Supplies,7,15163,27,Grace,East,Net Banking,02-01-24,106141,28658.07,77482.93
S1367,Laptop,Office Supplies,3,22254,5,David,South,Net Banking,03-01-24,66762,3338.1,63423.9
S1368,Mouse,Office Supplies,3,4472,6,Bob,East,UPI,04-01-24,13416,804.96,12611.04
S1369,Headphones,Electronics,5,5795,17,Frank,East,Cash,05-01-24,28975,4925.75,24049.25
S1370,Keyboard,Electronics,6,47181,4,Grace,West,Cash,06-01-24,283086,11323.44,271762.56
S1371,Headphones,Wearables,9,42373,19,Frank,West,Net Banking,07-01-24,381357,72457.83,308899.17
S1372,Tablet,Wearables,5,29625,29,Alice,North,Cash,08-01-24,148125,42956.25,105168.75
S1373,Smartwatch,Accessories,1,41496,28,Eve,North,Debit Card,09-01-24,41496,11618.88,29877.12
S1374,Printer,Accessories,4,10403,2,Hannah,South,UPI,10-01-24,41612,832.24,40779.76
S1375,Smartwatch,Wearables,5,3520,6,Hannah,East,Cash,11-01-24,17600,1056,16544
S1376,Laptop,Accessories,5,42255,26,David,West,Cash,12-01-24,211275,54931.5,156343.5
S1377,Smartphone,Office Supplies,7,20920,27,Frank,West,Net Banking,13-01-24,146440,39538.8,106901.2
S1378,Smartphone,Electronics,4,21952,21,Grace,South,Credit Card,14-01-24,87808,18439.68,69368.32
S1379,Headphones,Wearables,1,46148,13,Grace,West,Cash,15-01-24,46148,5999.24,40148.76
S1380,Smartwatch,Electronics,5,38501,6,Charlie,East,Credit Card,16-01-24,192505,11550.3,180954.7
S1381,Laptop,Wearables,7,10016,4,Grace,East,UPI,17-01-24,70112,2804.48,67307.52
S1382,Mouse,Electronics,6,47827,28,Bob,South,Credit Card,18-01-24,286962,80349.36,206612.64
S1383,Camera,Wearables,5,49969,21,Eve,East,Cash,19-01-24,249845,52467.45,197377.55
S1384,Smartwatch,Electronics,4,2896,4,David,North,Debit Card,20-01-24,11584,463.36,11120.64
S1385,Headphones,Office Supplies,2,19046,29,Bob,East,Debit Card,21-01-24,38092,11046.68,27045.32
S1386,Printer,Wearables,4,19629,22,Bob,North,UPI,22-01-24,78516,17273.52,61242.48
S1387,Headphones,Wearables,3,2091,1,Eve,West,Cash,23-01-24,6273,62.73,6210.27
S1388,Laptop,Wearables,1,11803,29,Charlie,North,UPI,24-01-24,11803,3422.87,8380.13
S1389,Keyboard,Office Supplies,8,31061,26,Grace,South,Net Banking,25-01-24,248488,64606.88,183881.12
S1390,Mouse,Electronics,5,6683,20,Charlie,South,Net Banking,26-01-24,33415,6683,26732
S1391,Laptop,Wearables,4,27072,21,Grace,South,Credit Card,27-01-24,108288,22740.48,85547.52
S1392,Mouse,Electronics,8,34580,5,Frank,South,UPI,28-01-24,276640,13832,262808
S1393,Monitor,Office Supplies,7,21195,14,Frank,South,Debit Card,29-01-24,148365,20771.1,127593.9
S1394,Monitor,Accessories,2,7814,20,Bob,East,UPI,30-01-24,15628,3125.6,12502.4
S1395,Smartphone,Wearables,1,20123,9,Bob,West,Credit Card,31-01-24,20123,1811.07,18311.93
S1396,Mouse,Office Supplies,4,2639,22,Alice,North,Cash,01-02-24,10556,2322.32,8233.68
S1397,Smartwatch,Electronics,8,47956,25,Eve,North,UPI,02-02-24,383648,95912,287736
S1398,Printer,Wearables,2,31790,23,Hannah,West,Credit Card,03-02-24,63580,14623.4,48956.6
S1399,Camera,Electronics,3,18588,6,Frank,South,Net Banking,04-02-24,55764,3345.84,52418.16
S1400,Headphones,Accessories,1,40192,4,Eve,South,Debit Card,05-02-24,40192,1607.68,38584.32
S1401,Monitor,Wearables,1,33630,0,Bob,North,Cash,06-02-24,33630,0,33630
S1402,Headphones,Wearables,3,32588,12,Charlie,South,UPI,07-02-24,97764,11731.68,86032.32
S1403,Headphones,Electronics,5,26792,20,Bob,East,UPI,08-02-24,133960,26792,107168
S1404,Printer,Wearables,3,46749,25,Charlie,East,Debit Card,09-02-24,140247,35061.75,105185.25
S1405,Laptop,Office Supplies,1,21170,17,Grace,East,Net Banking,10-02-24,21170,3598.9,17571.1
S1406,Headphones,Office Supplies,1,4238,12,Hannah,West,UPI,11-02-24,4238,508.56,3729.44
S1407,Mouse,Accessories,8,2969,20,Grace,West,Debit Card,12-02-24,23752,4750.4,19001.6
S1408,Printer,Office Supplies,2,23034,20,Bob,East,Debit Card,13-02-24,46068,9213.6,36854.4
S1409,Monitor,Accessories,3,49374,17,Alice,West,Cash,14-02-24,148122,25180.74,122941.26
S1410,Keyboard,Electronics,2,9517,4,Bob,East,Debit Card,15-02-24,19034,761.36,18272.64
S1411,Headphones,Electronics,3,3308,12,Frank,South,Debit Card,16-02-24,9924,1190.88,8733.12
S1412,Smartphone,Accessories,7,49638,3,Bob,West,Debit Card,17-02-24,347466,10423.98,337042.02
S1413,Printer,Office Supplies,1,48138,16,Frank,East,UPI,18-02-24,48138,7702.08,40435.92
S1414,Laptop,Office Supplies,8,13213,2,Grace,West,Debit Card,19-02-24,105704,2114.08,103589.92
S1415,Tablet,Accessories,2,40829,16,Alice,North,Debit Card,20-02-24,81658,13065.28,68592.72
S1416,Monitor,Accessories,3,3219,27,Eve,North,Debit Card,21-02-24,9657,2607.39,7049.61
S1417,Monitor,Electronics,9,23390,10,Grace,East,Debit Card,22-02-24,210510,21051,189459
S1418,Tablet,Accessories,7,12200,20,Grace,East,Net Banking,23-02-24,85400,17080,68320
S1419,Mouse,Office Supplies,4,37009,19,Bob,East,UPI,24-02-24,148036,28126.84,119909.16
S1420,Keyboard,Accessories,5,43034,22,David,North,Debit Card,25-02-24,215170,47337.4,167832.6
S1421,Monitor,Accessories,2,37266,20,Charlie,West,Credit Card,26-02-24,74532,14906.4,59625.6
S1422,Monitor,Accessories,8,27205,25,Grace,North,Credit Card,27-02-24,217640,54410,163230
S1423,Laptop,Electronics,4,19287,29,Charlie,East,Credit Card,28-02-24,77148,22372.92,54775.08
S1424,Monitor,Accessories,9,49345,3,Charlie,East,Cash,29-02-24,444105,13323.15,430781.85
S1425,Printer,Wearables,5,27088,1,Eve,East,Net Banking,01-03-24,135440,1354.4,134085.6
S1426,Mouse,Wearables,9,26623,19,Eve,East,Credit Card,02-03-24,239607,45525.33,194081.67
S1427,Keyboard,Wearables,4,33562,15,Eve,East,Net Banking,03-03-24,134248,20137.2,114110.8
S1428,Smartphone,Office Supplies,5,10677,27,Hannah,East,Credit Card,04-03-24,53385,14413.95,38971.05
S1429,Keyboard,Office Supplies,9,22227,17,Charlie,South,Cash,05-03-24,200043,34007.31,166035.69
S1430,Mouse,Accessories,8,30720,7,Bob,South,UPI,06-03-24,245760,17203.2,228556.8
S1431,Smartwatch,Wearables,3,10382,2,Charlie,South,Net Banking,07-03-24,31146,622.92,30523.08
S1432,Printer,Electronics,1,1636,8,Grace,North,UPI,08-03-24,1636,130.88,1505.12
S1433,Smartwatch,Wearables,3,35332,28,Eve,West,Cash,09-03-24,105996,29678.88,76317.12
S1434,Mouse,Wearables,4,32466,19,Grace,East,Net Banking,10-03-24,129864,24674.16,105189.84
S1435,Laptop,Office Supplies,2,7509,28,Eve,South,UPI,11-03-24,15018,4205.04,10812.96
S1436,Smartphone,Office Supplies,1,13487,5,Hannah,North,Cash,12-03-24,13487,674.35,12812.65
S1437,Keyboard,Electronics,7,37811,9,Bob,West,Debit Card,13-03-24,264677,23820.93,240856.07
S1438,Headphones,Office Supplies,8,32075,20,Frank,East,Net Banking,14-03-24,256600,51320,205280
S1439,Camera,Electronics,7,1507,9,Eve,East,UPI,15-03-24,10549,949.41,9599.59
S1440,Keyboard,Office Supplies,5,5945,12,David,West,Cash,16-03-24,29725,3567,26158
S1441,Laptop,Wearables,1,11206,16,Hannah,West,Debit Card,17-03-24,11206,1792.96,9413.04
S1442,Smartphone,Wearables,7,48017,8,David,West,Net Banking,18-03-24,336119,26889.52,309229.48
S1443,Camera,Electronics,7,44986,16,Hannah,North,Debit Card,19-03-24,314902,50384.32,264517.68
S1444,Printer,Electronics,9,29757,23,Bob,South,Credit Card,20-03-24,267813,61596.99,206216.01
S1445,Mouse,Office Supplies,3,22236,8,Charlie,East,Net Banking,21-03-24,66708,5336.64,61371.36
S1446,Mouse,Office Supplies,9,42707,8,Eve,South,Cash,22-03-24,384363,30749.04,353613.96
S1447,Printer,Electronics,1,13781,0,Alice,West,Cash,23-03-24,13781,0,13781
S1448,Camera,Electronics,1,1935,1,Grace,East,Net Banking,24-03-24,1935,19.35,1915.65
S1449,Smartwatch,Wearables,4,33839,27,Frank,East,Credit Card,25-03-24,135356,36546.12,98809.88
S1450,Smartphone,Wearables,9,35650,15,Grace,South,Net Banking,26-03-24,320850,48127.5,272722.5
S1451,Printer,Electronics,6,26321,28,Frank,South,UPI,27-03-24,157926,44219.28,113706.72
S1452,Camera,Wearables,3,27160,0,Hannah,East,Cash,28-03-24,81480,0,81480
S1453,Monitor,Accessories,1,5584,9,Frank,North,Debit Card,29-03-24,5584,502.56,5081.44
S1454,Keyboard,Office Supplies,4,17161,17,Grace,West,Cash,30-03-24,68644,11669.48,56974.52
S1455,Laptop,Wearables,9,14007,25,Charlie,South,Credit Card,31-03-24,126063,31515.75,94547.25
S1456,Printer,Accessories,3,7559,27,Eve,East,Net Banking,01-04-24,22677,6122.79,16554.21
S1457,Laptop,Electronics,9,18771,7,Frank,South,Cash,02-04-24,168939,11825.73,157113.27
S1458,Smartwatch,Wearables,7,46039,20,David,East,UPI,03-04-24,322273,64454.6,257818.4
S1459,Smartwatch,Electronics,4,7991,27,Hannah,North,Credit Card,04-04-24,31964,8630.28,23333.72
S1460,Monitor,Office Supplies,3,47795,10,Frank,South,Credit Card,05-04-24,143385,14338.5,129046.5
S1461,Mouse,Electronics,5,15359,22,Charlie,East,Debit Card,06-04-24,76795,16894.9,59900.1
S1462,Printer,Accessories,5,8573,1,Grace,South,Cash,07-04-24,42865,428.65,42436.35
S1463,Smartphone,Electronics,3,9577,7,Frank,East,Net Banking,08-04-24,28731,2011.17,26719.83
S1464,Mouse,Accessories,9,21453,26,Eve,West,Credit Card,09-04-24,193077,50200.02,142876.98
S1465,Camera,Wearables,4,11883,21,Hannah,East,UPI,10-04-24,47532,9981.72,37550.28
S1466,Mouse,Wearables,5,49646,7,David,East,UPI,11-04-24,248230,17376.1,230853.9
S1467,Smartphone,Accessories,4,2853,16,Frank,East,Net Banking,12-04-24,11412,1825.92,9586.08
S1468,Keyboard,Office Supplies,5,24321,14,Grace,East,UPI,13-04-24,121605,17024.7,104580.3
S1469,Smartwatch,Office Supplies,7,38067,16,Eve,West,Debit Card,14-04-24,266469,42635.04,223833.96
S1470,Keyboard,Office Supplies,9,25360,27,Grace,North,Net Banking,15-04-24,228240,61624.8,166615.2
S1471,Printer,Wearables,7,21695,22,Frank,West,UPI,16-04-24,151865,33410.3,118454.7
S1472,Mouse,Wearables,5,12439,23,Bob,North,Debit Card,17-04-24,62195,14304.85,47890.15
S1473,Printer,Office Supplies,7,25838,12,David,North,UPI,18-04-24,180866,21703.92,159162.08
S1474,Keyboard,Electronics,5,22230,18,Charlie,West,Cash,19-04-24,111150,20007,91143
S1475,Smartwatch,Office Supplies,3,21927,4,Alice,South,Net Banking,20-04-24,65781,2631.24,63149.76
S1476,Headphones,Electronics,7,35696,11,Hannah,North,UPI,21-04-24,249872,27485.92,222386.08
S1477,Monitor,Office Supplies,2,27583,0,David,West,UPI,22-04-24,55166,0,55166
S1478,Printer,Electronics,9,22010,22,Hannah,East,Debit Card,23-04-24,198090,43579.8,154510.2
S1479,Printer,Wearables,1,44564,4,Eve,West,Cash,24-04-24,44564,1782.56,42781.44
S1480,Headphones,Office Supplies,6,8313,7,Bob,North,Cash,25-04-24,49878,3491.46,46386.54
S1481,Camera,Office Supplies,7,32098,12,Grace,South,Debit Card,26-04-24,224686,26962.32,197723.68
S1482,Camera,Accessories,8,47682,7,Hannah,South,Cash,27-04-24,381456,26701.92,354754.08
S1483,Keyboard,Office Supplies,9,28070,24,Charlie,South,UPI,28-04-24,252630,60631.2,191998.8
S1484,Printer,Electronics,2,27582,22,Eve,East,UPI,29-04-24,55164,12136.08,43027.92
S1485,Smartwatch,Accessories,2,29741,10,David,West,Cash,30-04-24,59482,5948.2,53533.8
S1486,Laptop,Office Supplies,5,31178,0,Eve,West,UPI,01-05-24,155890,0,155890
S1487,Keyboard,Office Supplies,5,45069,12,Charlie,South,Cash,02-05-24,225345,27041.4,198303.6
S1488,Keyboard,Wearables,6,12245,18,Grace,East,Debit Card,03-05-24,73470,13224.6,60245.4
S1489,Monitor,Accessories,3,26529,23,Grace,South,Net Banking,04-05-24,79587,18305.01,61281.99
S1490,Printer,Electronics,8,13525,2,Bob,North,Debit Card,05-05-24,108200,2164,106036
S1491,Camera,Office Supplies,1,36624,23,Hannah,West,Net Banking,06-05-24,36624,8423.52,28200.48
S1492,Camera,Wearables,6,14788,16,Hannah,East,Debit Card,07-05-24,88728,14196.48,74531.52
S1493,Mouse,Office Supplies,4,24150,4,Grace,South,Credit Card,08-05-24,96600,3864,92736
S1494,Tablet,Accessories,1,7040,19,Grace,East,UPI,09-05-24,7040,1337.6,5702.4
S1495,Tablet,Electronics,7,32732,20,Alice,North,Debit Card,10-05-24,229124,45824.8,183299.2
S1496,Tablet,Wearables,9,16922,7,Frank,North,Net Banking,11-05-24,152298,10660.86,141637.14
S1497,Monitor,Office Supplies,4,3842,25,Bob,West,Cash,12-05-24,15368,3842,11526
S1498,Smartwatch,Electronics,4,42346,13,Bob,East,Cash,13-05-24,169384,22019.92,147364.08
S1499,Tablet,Office Supplies,6,36112,3,David,South,Debit Card,14-05-24,216672,6500.16,210171.84
S1500,Headphones,Office Supplies,3,10896,10,Frank,South,Debit Card,15-05-24,32688,3268.8,29419.2
S1501,Smartphone,Accessories,6,17982,19,Charlie,South,Debit Card,16-05-24,107892,20499.48,87392.52
S1502,Keyboard,Accessories,7,23911,14,Alice,West,Cash,17-05-24,167377,23432.78,143944.22
S1503,Smartwatch,Office Supplies,3,47266,18,Grace,North,Credit Card,18-05-24,141798,25523.64,116274.36
S1504,Camera,Wearables,7,13761,6,Frank,South,Debit Card,19-05-24,96327,5779.62,90547.38
S1505,Mouse,Accessories,3,3593,18,Grace,West,Cash,20-05-24,10779,1940.22,8838.78
S1506,Smartphone,Accessories,2,12222,27,Bob,West,Cash,21-05-24,24444,6599.88,17844.12
S1507,Monitor,Accessories,4,22542,18,Alice,West,Debit Card,22-05-24,90168,16230.24,73937.76
S1508,Keyboard,Accessories,8,44913,10,Bob,West,Net Banking,23-05-24,359304,35930.4,323373.6
S1509,Monitor,Electronics,9,48351,25,Eve,West,Net Banking,24-05-24,435159,108789.75,326369.25
S1510,Monitor,Office Supplies,7,28587,4,David,West,UPI,25-05-24,200109,8004.36,192104.64
S1511,Headphones,Electronics,1,32847,4,David,North,Cash,26-05-24,32847,1313.88,31533.12
S1512,Laptop,Electronics,3,34256,29,Hannah,North,UPI,27-05-24,102768,29802.72,72965.28
S1513,Laptop,Office Supplies,9,39714,21,Frank,South,UPI,28-05-24,357426,75059.46,282366.54
S1514,Monitor,Accessories,1,16835,7,Grace,East,Net Banking,29-05-24,16835,1178.45,15656.55
S1515,Tablet,Wearables,9,29102,9,Hannah,North,Net Banking,30-05-24,261918,23572.62,238345.38
S1516,Camera,Accessories,8,49401,5,Charlie,East,Credit Card,31-05-24,395208,19760.4,375447.6
S1517,Smartphone,Accessories,1,34950,14,Frank,South,Cash,01-06-24,34950,4893,30057
S1518,Tablet,Accessories,6,32696,15,Alice,North,Credit Card,02-06-24,196176,29426.4,166749.6
S1519,Printer,Accessories,5,6126,27,Hannah,North,Debit Card,03-06-24,30630,8270.1,22359.9
S1520,Camera,Wearables,6,7924,16,Bob,South,Credit Card,04-06-24,47544,7607.04,39936.96
S1521,Monitor,Electronics,5,13357,7,Eve,South,Debit Card,05-06-24,66785,4674.95,62110.05
S1522,Printer,Wearables,6,45423,7,Grace,East,UPI,06-06-24,272538,19077.66,253460.34
S1523,Tablet,Office Supplies,5,20482,24,Bob,East,Cash,07-06-24,102410,24578.4,77831.6
S1524,Printer,Accessories,5,11925,8,Bob,South,Credit Card,08-06-24,59625,4770,54855
S1525,Monitor,Wearables,4,2480,1,Charlie,North,Cash,09-06-24,9920,99.2,9820.8
S1526,Headphones,Office Supplies,3,48790,14,Frank,West,UPI,10-06-24,146370,20491.8,125878.2
S1527,Laptop,Wearables,3,26931,17,Eve,East,UPI,11-06-24,80793,13734.81,67058.19
S1528,Smartphone,Accessories,4,19940,2,Frank,South,UPI,12-06-24,79760,1595.2,78164.8
S1529,Printer,Accessories,9,42252,16,Hannah,North,UPI,13-06-24,380268,60842.88,319425.12
S1530,Monitor,Office Supplies,2,17675,3,David,North,Net Banking,14-06-24,35350,1060.5,34289.5
S1531,Headphones,Wearables,9,49151,29,Hannah,East,Net Banking,15-06-24,442359,128284.11,314074.89
S1532,Smartwatch,Accessories,1,26885,3,Frank,East,UPI,16-06-24,26885,806.55,26078.45
S1533,Tablet,Office Supplies,1,38658,13,Hannah,West,UPI,17-06-24,38658,5025.54,33632.46
S1534,Laptop,Wearables,5,23519,8,Bob,East,Credit Card,18-06-24,117595,9407.6,108187.4
S1535,Smartwatch,Wearables,6,19139,8,Hannah,West,Cash,19-06-24,114834,9186.72,105647.28
S1536,Monitor,Office Supplies,6,20494,24,Hannah,South,Credit Card,20-06-24,122964,29511.36,93452.64
S1537,Smartphone,Wearables,3,34875,25,Frank,East,UPI,21-06-24,104625,26156.25,78468.75
S1538,Tablet,Wearables,7,22063,22,Bob,West,Net Banking,22-06-24,154441,33977.02,120463.98
